event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp,population_1km,population_2km,population_5km,population_best
DEU15935,08 May 2023,2023,1,Political violence,Riots,Mob violence,Rioters (Germany),,5,Civilians (Germany),LGBTQ+ (Germany),7,57,Civilian targeting,276,Europe,Germany,Berlin,Berlin,,Berlin - Mitte,52.5177,13.4024,1,Berliner Morgenpost; Mitteldeutschen Zeitung,Subnational-National,"On 8 May 2023, a minor was beaten and verbally attacked by at least three suspects who fled after the attack in Leopold Square in Berlin - Mitte (Berlin). The attack was reported as transphobic, with the perpetrators insulting the victim because of his appearance.",0,crowd size=at least 3,1684866594,23736,43046,138680,43046
DEU15934,07 May 2023,2023,2,Demonstrations,Protests,Peaceful protest,Protesters (Germany),,6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin - Mitte,52.5177,13.4024,1,Norddeutscher Rundfunk,National,"Around 7 May 2023 (as reported), a group of people gathered outside the Chancellery in Berlin - Mitte (Berlin) to oppose plans to build an LNG gas terminal in Binz, on the Rugen island, with some citing environmental concerns.",0,crowd size=no report,1684866594,23736,43046,138680,23736
DEU15961,07 May 2023,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),ADFC: German Bicycle Club; VCD: Traffic Club Germany; Critical Mass,6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin - Tempelhof-Schoneberg,52.4406,13.3738,1,Berliner Morgenpost; Der Tagesspiegel,Subnational,"On 7 May 2023, as part of a 'Kidical Mass' protest called by ADFC and VCD, between 400 to 800 people, including children, locals, and environmental activists, gathered in different points in Berlin before riding bikes to Tempelhofer Square in Berlin - Tempelhof-Schoneberg, as they called for safer traffic measures for children riding their bikes to school. The demonstration was part of a nationwide protest weekend.",0,crowd size=between 400 to 800,1684866594,6225,56478,257092,6225
DEU15901,06 May 2023,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),,6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin,52.5244,13.4105,1,Mitteldeutschen Zeitung; Swr,National,"On 6 May 2023, a group of at least 300 people took to the streets as part of a 'Global Marijuana March' in Berlin, to call for the legalization of marijuana. The demonstration was part of a nationwide day of protest with the same demand.",0,crowd size=around 300,1684866593,12063,36936,140673,12063
DEU15920,06 May 2023,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),Labor Group (Germany); LGBTQ+ (Germany),6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin - Friedrichshain-Kreuzberg,52.501,13.4403,1,Berliner Zeitung; Der Tagesspiegel; Mitteldeutschen Zeitung,Subnational-National,"On 6 May 2023, around 700 people, including night club employees, took part in a 'dancing demonstration', marching from Frankfurter Tor to Sudstern in Berlin - Friedrichshain-Kreuzberg (Berlin) to oppose the extension of the city highway 100 in the Ostkreuz area, where several clubs are located, with participants claiming that this will hurt the club scene in the city. Some demonstrators also opposed homophobic and racist violence.",0,crowd size=around 700,1684866594,11620,45734,127378,11620
DEU15933,06 May 2023,2023,1,Demonstrations,Protests,Protest with intervention,Protesters (Germany),Last Generation (Germany),6,Police Forces of Germany (2021-),,1,16,,276,Europe,Germany,Berlin,Berlin,,Berlin - Mitte,52.5177,13.4024,1,Berliner Morgenpost; Mitteldeutschen Zeitung,Subnational-National,"On 6 May 2023, a group of ALG activists blocked traffic, gluing their hands to the street, near the main train station in Berlin - Mitte (Berlin) to demand more climate action from the federal government.",0,crowd size=no report,1690902462,23736,43046,138680,23736
DEU15907,05 May 2023,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),Last Generation (Germany),6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin - Charlottenburg-Wilmersdorf,52.5079,13.2639,1,Markische Allgemeine,National,"On 5 May 2023, members of ALG demonstrated and blocked traffic on Hohenzollerndamm, Rudolstadter Street, Spandauer Damm, and Schloss Charlottenburg in Berlin - Charlottenburg-Wilmersdorf to call for more climate protection.",0,crowd size=no report,1690902462,5204,47722,197160,5204
DEU15919,05 May 2023,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),Last Generation (Germany),6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin - Friedrichshain-Kreuzberg,52.501,13.4403,1,Markische Allgemeine,National,"On 5 May 2023, members of ALG demonstrated and blocked traffic around Frankfurter Allee/Pettenkofer Street in Berlin - Friedrichshain-Kreuzberg to call for more climate protection.",0,crowd size=no report,1690902462,11620,45734,127378,11620
DEU15932,05 May 2023,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),Last Generation (Germany),6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin - Mitte,52.5177,13.4024,1,Markische Allgemeine,National,"On 5 May 2023, members of ALG demonstrated and blocked traffic around Mullerstreet, Fennstreet, and Alexanderplatz in Berlin - Mitte to call for more climate protection.",0,crowd size=no report,1690902462,23736,43046,138680,23736
DEU15950,05 May 2023,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),Last Generation (Germany),6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin - Pankow,52.566,13.4031,1,Markische Allgemeine,National,"On 5 May 2023, members of ALG demonstrated and blocked traffic around Schonhauser Allee/Eberswalder Street, Danziger Street, and Greifswalder Street, in Berlin - Pankow to call for more climate protection.",0,crowd size=no report,1690902462,12788,67068,246971,12788
DEU15960,05 May 2023,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),Last Generation (Germany),6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin - Tempelhof-Schoneberg,52.4406,13.3738,1,Markische Allgemeine,National,"On 5 May 2023, members of ALG demonstrated and blocked traffic around Dominicus Street and Ebersstreet in Berlin - Tempelhof-Schoneberg to call for more climate protection.",0,crowd size=no report,1690902462,6225,56478,257092,6225
DEU15918,04 May 2023,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),Last Generation (Germany),6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin - Friedrichshain-Kreuzberg,52.501,13.4403,1,Dresdner Neueste Nachrichten; Markische Allgemeine,National,"On 4 May 2023, members of ALG demonstrated and blocked traffic in Berlin - Friedrichshain-Kreuzberg to call for climate protection. Several civilians tried to remove physically the demonstrators from the street.",0,crowd size=no report,1690902462,11620,45734,127378,11620
DEU15931,04 May 2023,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),Last Generation (Germany),6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin - Mitte,52.5177,13.4024,1,Berliner Morgenpost,Subnational,"On 4 May 2023, around 100 people, mostly members of ALG, demonstrated at Alexanderplatz and along Karl-Marx-Allee in Berlin - Mitte to call for more action against climate change.",0,crowd size=around 100,1690902462,23736,43046,138680,23736
DEU15917,03 May 2023,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),Last Generation (Germany),6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin - Friedrichshain-Kreuzberg,52.501,13.4403,1,Markische Allgemeine,National,"On 3 May 2023, members of ALG demonstrated in Berlin - Friedrichshain-Kreuzberg to call for climate protection.",0,crowd size=no report,1690902462,11620,45734,127378,11620
DEU15924,02 May 2023,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),Students (Germany); End Fossil: Occupy; FFF: Fridays for Future,6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin - Marzahn-Hellersdorf,52.5223,13.5876,1,Der Tagesspiegel,Subnational,"On 2 May 2023, at the call of End Fossil: Occupy and FFF, around 20 students occupied the assembly hall at Melanchthon-Gymnasium in Berlin - Marzahn-Hellersdorf, to call for climate action and protest against rising prices.",0,crowd size=around 20,1684866594,13817,39762,196684,13817
DEU15930,02 May 2023,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),Students (Germany); End Fossil: Occupy,6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin - Mitte,52.5177,13.4024,1,Der Tagesspiegel,Subnational,"On 2 May 2023, at the call of End Fossil: Occupy, around 20 students occupied a lecture hall at Humboldt University in Berlin - Mitte, to call for climate action and protest against rising prices.",0,crowd size=around 20,1684866594,23736,43046,138680,23736
DEU15906,02 May 2023,2023,1,Demonstrations,Protests,Protest with intervention,Protesters (Germany),Last Generation (Germany),6,Police Forces of Germany (2021-),,1,16,,276,Europe,Germany,Berlin,Berlin,,Berlin - Charlottenburg-Wilmersdorf,52.5079,13.2639,1,Berliner Zeitung,National,"On 2 May 2023, ALG activists blocked the Kaiserdammbrucke, Hohenzollerndamm, and Rudolf-Wissel-Brucke in Berlin - Charlottenburg-Wilmersdorf, gluing themselves to the tarmac, to call for climate action. The activists were removed from the streets by the police.",0,crowd size=no report,1690902462,5204,47722,197160,5204
DEU15916,02 May 2023,2023,1,Demonstrations,Protests,Protest with intervention,Protesters (Germany),Last Generation (Germany),6,Police Forces of Germany (2021-),,1,16,,276,Europe,Germany,Berlin,Berlin,,Berlin - Friedrichshain-Kreuzberg,52.501,13.4403,1,Berliner Zeitung,National,"On 2 May 2023, ALG activists blocked the Frankfurter Allee in Berlin - Friedrichshain-Kreuzberg, gluing themselves to the tarmac, to call for climate action. The activists were removed from the streets by the police.",0,crowd size=no report,1690902462,11620,45734,127378,11620
DEU15929,02 May 2023,2023,1,Demonstrations,Protests,Protest with intervention,Protesters (Germany),Last Generation (Germany),6,Police Forces of Germany (2021-),,1,16,,276,Europe,Germany,Berlin,Berlin,,Berlin - Mitte,52.5177,13.4024,1,Berliner Morgenpost; Berliner Zeitung,Subnational-National,"On 2 May 2023, around 100 ALG staged a protest march on Karl-Marx-Allee purposefully going slowly to block traffic, while other ALG activists blocked the Fennstrasse in Berlin - Mitte, gluing themselves to the tarmac, to call for climate action. The activists were removed from the streets by the police.",0,crowd size=around 100,1690902462,23736,43046,138680,23736
DEU15945,02 May 2023,2023,1,Demonstrations,Protests,Protest with intervention,Protesters (Germany),Last Generation (Germany),6,Police Forces of Germany (2021-),,1,16,,276,Europe,Germany,Berlin,Berlin,,Berlin - Neukolln,52.481,13.4354,1,Berliner Zeitung,National,"On 2 May 2023, ALG activists blocked the Sonnenallee in Berlin - Neukolln, gluing themselves to the tarmac, to call for climate action. The activists were removed from the streets by the police.",0,crowd size=no report,1690902462,13698,46672,192613,13698
DEU15949,02 May 2023,2023,1,Demonstrations,Protests,Protest with intervention,Protesters (Germany),Last Generation (Germany),6,Police Forces of Germany (2021-),,1,16,,276,Europe,Germany,Berlin,Berlin,,Berlin - Pankow,52.566,13.4031,1,Berliner Zeitung,National,"On 2 May 2023, ALG activists blocked the Prenzlauer Allee, Eberswalder Strasse and Landsberger Allee in Berlin - Pankow, gluing themselves to the tarmac, to call for climate action. The activists were removed from the streets by the police.",0,crowd size=no report,1690902462,12788,67068,246971,12788
DEU15959,02 May 2023,2023,1,Demonstrations,Protests,Protest with intervention,Protesters (Germany),Last Generation (Germany),6,Police Forces of Germany (2021-),,1,16,,276,Europe,Germany,Berlin,Berlin,,Berlin - Tempelhof-Schoneberg,52.4406,13.3738,1,Berliner Zeitung,National,"On 2 May 2023, ALG activists blocked the Sachsendamm, Tempelhofer Damm, and Dominicusstrasse in Berlin - Tempelhof-Schoneberg, gluing themselves to the tarmac, to call for climate action. The activists were removed from the streets by the police.",0,crowd size=no report,1690902462,6225,56478,257092,6225
DEU15905,01 May 2023,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),Labor Group (Germany),6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin - Charlottenburg-Wilmersdorf,52.5079,13.2639,1,Der Tagesspiegel,Subnational,"On 1 May 2023, around 7,000 people staged a protest through the upscale neighborhood Grunewald in Berlin - Charlottenburg-Wilmersdorf, to demand higher taxes for the rich and protest for workers rights on the occasion of International Worker's Day.",0,"crowd size=around 7,000",1684866593,5204,47722,197160,5204
DEU15915,01 May 2023,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),,6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin - Friedrichshain-Kreuzberg,52.501,13.4403,1,Der Tagesspiegel,Subnational,"On 1 May 2023, around 12,000 people staged a protest march through Berlin - Friedrichshain-Kreuzberg, to protest for workers rights on the occasion of International Worker's Day.",0,"crowd size=around 12,000",1684866594,11620,45734,127378,11620
DEU15928,01 May 2023,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),DGB: German Trade Union Confederation; Labor Group (Germany); IGM: Industrial Union of Metalworkers,6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin - Mitte,52.5177,13.4024,1,Der Tagesspiegel,Subnational,"On 1 May 2023, at the call of DGB and IGM, around 6,000 people gathered in Berlin - Mitte, to protest for workers rights on the occasion of International Worker's Day.",0,"crowd size=around 6,000",1684866594,23736,43046,138680,23736
DEU15914,30 April 2023,2023,1,Demonstrations,Riots,Violent demonstration,Rioters (Germany),Women (Germany); LGBTQ+ (Germany),5,Police Forces of Germany (2021-),,1,15,,276,Europe,Germany,Berlin,Berlin,,Berlin - Friedrichshain-Kreuzberg,52.501,13.4403,1,Saarbruecker Zeitung,National,"On 30 April 2023, in the evening, around 3,300 people gathered in Berlin - Friedrichshain-Kreuzberg under the motto 'Take back the night' for a queer feminist march against patriarchy. Participants threw bottles, firecrackers and stones at the police, who stopped the march on several occasions. At least one woman was arrested.",0,"crowd size=around 3,300",1684866594,11620,45734,127378,45734
DEU15927,30 April 2023,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),,6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin - Mitte,52.5177,13.4024,1,Der Tagesspiegel; Saarbruecker Zeitung,Subnational-National,"On 30 April 2023, around 650 people gathered at Wedding in Berlin - Mitte, to protest for workers rights on the day before International Worker's Day.",0,crowd size=around 650,1684866594,23736,43046,138680,23736
